customer_id,customer_name,orders,sales,profit,profit_margin
AR-10345,Alex Russell,4,1055.694,-221.0544,-0.20939249441599553
AR-10405,Allen Rosenblatt,5,2236.128,-98.7646,-0.04416768628629488
AR-10510,Andrew Roberts,5,264.86400000000003,43.6695,0.16487518122508152
AR-10540,Andy Reiter,6,6608.448,2884.6208,0.4365050311359036
AR-10570,Anemone Ratner,1,88.15,32.633,0.3701985252410664
AR-10825,Anthony Rawles,8,4523.336,494.83519999999993,0.10939607404800349
AS-10045,Aaron Smayling,7,3050.692,-253.57459999999998,-0.08312035433272189
AS-10090,Adam Shillingsburg,9,3255.31,64.53739999999998,0.019825270097164317
AS-10135,Adrian Shami,2,58.82,21.8496,0.37146548792927575
AS-10225,Alan Schoenberger,5,4260.784,719.7751000000001,0.1689302015779256
AS-10240,Alan Shonely,7,584.6080000000001,33.715799999999994,0.05767249165252612
AS-10285,Alejandro Savely,6,3214.236,354.62760000000003,0.11033029310853343
AS-10630,Ann Steele,7,833.398,136.49190000000002,0.16377757086050124
AT-10435,Alyssa Tate,6,1171.814,100.87680000000002,0.08608601706414158
AT-10735,Annie Thurman,10,3831.864,974.107,0.25421231024900676
AW-10840,Anthony Witt,4,649.376,65.77250000000001,0.10128569580643573
AW-10930,Arthur Wiediger,7,2852.968,-104.5486,-0.036645556487139005
AY-10555,Andy Yotov,4,497.014,103.3499,0.2079416273988258
AZ-10750,Annie Zypern,6,1622.0179999999998,154.9503,0.09552933444635017
BB-10990,Barry Blumstein,5,744.3399999999999,11.583900000000007,0.015562646102587539
BB-11545,Brenda Bowman,9,6765.728,1015.0749999999999,0.1500318960502107
BC-11125,Becky Castell,9,2933.676,251.5974,0.08576182236893236
BD-11320,Bill Donatelli,12,5718.521,1094.5037,0.19139628935523714
BD-11500,Bradley Drucker,6,4411.2429999999995,1142.1225,0.25891171717359485
BD-11560,Brendan Dodson,2,320.54,116.714,0.36411680289511444
BD-11605,Brian Dahlen,7,3288.471,634.8463,0.19305212057518525
BD-11620,Brian DeCherney,6,1538.11,206.75689999999997,0.13442270058708414
BD-11635,Brian Derr,3,582.646,141.53400000000002,0.24291593866601682
BD-11725,Bruce Degenhardt,6,1526.5,333.9791,0.21878748771699968
BD-11770,Bryan Davis,6,658.466,141.265,0.21453651365446352
BE-11335,Bill Eplett,5,4204.676,1487.7739000000001,0.3538379413776472
BE-11410,Bobby Elias,5,2261.438,755.9150999999999,0.3342630220240395
BE-11455,Brad Eason,6,1727.652,139.20080000000002,0.08057224487338886
BF-10975,Barbara Fisher,7,599.798,227.4384,0.3791916611926015
BF-11005,Barry Franz,4,1333.88,-291.38109999999995,-0.2184462620325666
BF-11020,Barry Französisch,8,2888.506,302.02,0.10455924273655655
BF-11080,Bart Folk,3,272.95,110.9272,0.406401172375893
BF-11170,Ben Ferrer,11,5907.972,1538.2127,0.26036221904910856
BF-11215,Benjamin Farhat,4,1585.162,523.2133,0.3300692926022703
BF-11275,Beth Fritzler,3,791.9899999999999,25.870199999999997,0.03266480637381785
BG-11035,Barry Gonzalez,8,2798.948,-711.4274,-0.254176712107549
BG-11695,Brooke Gillingham,6,1874.172,107.5715,0.05739681309933133
BG-11740,Bruce Geld,6,1006.356,119.34790000000001,0.11859411579997536
BH-11710,Brosina Hoffman,8,6255.351,802.7898,0.12833649142949774
BK-11260,Berenike Kampe,6,659.1379999999999,-63.764399999999995,-0.09673907436682455
BM-11140,Becky Martin,4,11789.63,-1659.9580999999998,-0.14079815057809278
BM-11575,Brendan Murry,6,808.162,95.58160000000001,0.1182703467869066
BM-11650,Brian Moss,11,7294.185,2199.2781,0.3015111489494714
BM-11785,Bryan Mills,10,1338.842,137.7439,0.10288286444554323
BN-11470,Brad Norvell,4,265.296,36.6131,0.13800848863156626
BN-11515,Bradley Nguyen,5,1459.344,340.7054,0.23346476224933943
BO-11350,Bill Overfelt,5,2682.728,278.77700000000004,0.1039154919917338
BO-11425,Bobby Odegard,2,130.83,59.4522,0.4544232974088511
BP-11050,Barry Pond,5,983.42,209.78300000000002,0.21331984299688844
BP-11095,Bart Pistole,12,2442.044,433.9751,0.17770977918497785
BP-11155,Becky Pak,6,1697.8609999999999,647.3847000000001,0.38129428734154336
BP-11185,Ben Peterman,9,3675.861,363.5991,0.09891535615737375
BP-11230,Benjamin Patterson,5,1181.49,-197.2695,-0.1669667115252774
BP-11290,Beth Paige,7,2475.157,-319.0637,-0.12890644916665892
BS-11365,Bill Shonely,5,10501.653,2616.0643999999998,0.24910977348042254
BS-11380,Bill Stewart,5,3887.834,-17.532200000000024,-0.0045095032349632275
BS-11590,Brendan Sweed,6,2454.928,381.7807,0.15551604772115518
BS-11665,Brian Stugart,3,3288.1099999999997,238.73680000000002,0.07260608677933525
BS-11755,Bruce Stewart,7,2562.382,-113.29840000000003,-0.04421604585108701
BS-11800,Bryan Spruell,2,949.4300000000001,194.0516,0.20438747459001716
BT-11305,Beth Thompson,5,2567.656,417.5918,0.16263541533601072
BT-11395,Bill Tyler,6,2186.6130000000003,257.9163,0.11795242230792552
BT-11440,Bobby Trafton,4,603.876,-77.5256,-0.12837999854274718
BT-11485,Brad Thomas,2,415.19599999999997,126.8694,0.30556508251524583
BT-11530,Bradley Talbott,5,2684.4919999999997,409.4983,0.15254219420285103
BT-11680,Brian Thompson,7,3196.752,447.74839999999995,0.14006353949258496
BV-11245,Benjamin Venier,5,1523.2730000000001,315.2214,0.20693690494087402
BW-11065,Barry Weirich,3,385.516,-58.28659999999999,-0.15119113084800628
BW-11110,Bart Watters,8,4750.358,921.2574,0.1939343097930724
BW-11200,Ben Wallace,6,1738.406,246.9973,0.14208263202036808
CA-11965,Carol Adams,6,3789.7228,1143.3817,0.30170589257873953
CA-12055,Cathy Armstrong,5,1679.7240000000002,211.2559,0.1257682214459042
CA-12265,Christina Anderson,9,2648.2872,279.6183,0.1055845831222535
CA-12310,Christine Abelman,4,1421.954,246.02179999999998,0.1730167079947734
CA-12775,Cynthia Arntzen,7,3041.566,204.48950000000002,0.06723164974884649
CB-12025,Cassandra Brandow,10,6076.139,150.2089,0.024721109902192822
CB-12415,Christy Brittain,8,1949.2,272.3883,0.13974363841576032
CB-12535,Claudia Bergmann,8,4246.4555,1049.5601,0.24716145029660616
CC-12100,Chad Cunningham,6,1770.945,208.5912,0.11778525024774908
CC-12145,Charles Crestani,7,2471.65,392.2825,0.15871280318815367
CC-12220,Chris Cortes,12,3913.418,393.9618,0.10066949147778233
CC-12370,Christopher Conant,5,12129.072000000002,2177.0493,0.1794901786385636
CC-12430,Chuck Clark,10,2870.05,424.6583,0.14796198672496993
CC-12475,Cindy Chapman,9,1659.438,154.851,0.09331532723729358
CC-12550,Clay Cheatham,3,113.832,33.870599999999996,0.29754901960784313
CC-12610,Corey Catlett,7,2540.631,331.434,0.1304534188553946
CC-12670,Craig Carreira,7,2269.7015,187.8399,0.08275973734872184
CC-12685,Craig Carroll,4,2854.1150000000002,850.1591,0.29787135416757904
CD-11920,Carlos Daly,5,2033.968,426.661,0.2097678036232625
CD-11980,Carol Darley,3,639.766,-206.7172,-0.32311376346976867
CD-12280,Christina DeMoss,2,1205.584,233.0274,0.19329005693506215
CD-12790,Cynthia Delaney,5,1860.732,403.8422,0.21703404896567588
CG-12040,Catherine Glotzbach,6,904.4680000000001,86.5106,0.09564804946111967
CG-12520,Claire Gute,3,1148.7800000000002,169.93439999999998,0.14792597364160234
CH-12070,Cathy Hwang,3,1537.236,195.15109999999999,0.12694934284651152
CJ-11875,Carl Jackson,1,16.52,1.652,0.09999999999999999
CJ-12010,Caroline Jumper,8,11164.974,858.7414,0.07691387369106278
CK-12205,Chloris Kastensmidt,13,3154.855,141.2831,0.04478275546736696
CK-12325,Christine Kargatis,5,2945.321,261.22090000000003,0.08869012919135132
CK-12595,Clytie Kelty,11,2372.75,497.70980000000003,0.20976074175534717
CK-12760,Cyma Kinney,9,1582.109,-338.4311,-0.21391136767441435
CL-11890,Carl Ludwig,4,1262.0140000000001,328.0847,0.25996914455782577
CL-12565,Clay Ludtke,12,10880.546,1933.7830999999999,0.17772849818382275
CL-12700,Craig Leslie,5,2353.586,229.00990000000002,0.0973025417384366
CM-11815,Candace McMahon,6,1673.888,214.463,0.12812267009501233
CM-11935,Carlos Meador,2,565.392,-43.732400000000005,-0.07734881285904294
CM-12115,Chad McGuire,4,1661.6100000000001,409.0679,0.24618767340109893
CM-12160,Charles McCrossin,6,2533.314,-394.3686,-0.15567300382029234
CM-12190,Charlotte Melton,6,1475.144,91.2033,0.061826709799178925
CM-12235,Chris McAfee,5,2305.712,365.0387,0.15831929573164386
CM-12385,Christopher Martinez,4,8954.019999999999,3899.8903999999998,0.4355463132760481
CM-12445,Chuck Magee,3,287.99,64.4296,0.2237216570019792
CM-12655,Corinna Mitchell,6,6339.5576,1572.4585,0.24803915339455232
CM-12715,Craig Molinari,4,3984.4524,176.3108,0.04424969413613775
CP-12085,Cathy Prescott,8,5402.254,427.0258,0.07904585752539588
CP-12340,Christine Phan,8,5888.275,-1850.3029000000001,-0.31423513677605075
CR-12580,Clay Rozendal,4,2148.852,74.40129999999999,0.03462374328245966
CR-12625,Corey Roper,3,475.9,144.7594,0.3041802899768859
CR-12730,Craig Reiter,4,1600.55,306.9176,0.19175758333073006
CR-12820,Cyra Reiten,3,1397.8724,83.27029999999999,0.059569314051840495
CS-11845,Cari Sayre,5,1278.954,185.3776,0.14494469699457527
CS-11860,Cari Schnelling,6,537.632,105.8275,0.19684003184334267
CS-11950,Carlos Soltero,11,3036.547,-126.4223,-0.04163357260730692
CS-12130,Chad Sievert,4,884.64,143.8339,0.1625903192258998
CS-12175,Charles Sheldon,5,844.4580000000001,113.1405,0.13398002032072642
CS-12250,Chris Selesnick,12,2754.216,738.3626,0.2680844930099891
CS-12355,Christine Sundaresam,11,3202.1620000000003,831.9432,0.25980671808609307
CS-12400,Christopher Schild,9,3651.8585000000003,-342.80330000000004,-0.09387091531613287
CS-12460,Chuck Sachs,2,550.644,156.2593,0.2837755428189538
CS-12490,Cindy Schnelling,4,1077.2285,-302.8761,-0.2811623532054713
CS-12505,Cindy Stewart,6,5690.054999999999,-6626.389499999999,-1.1645563179969263
CT-11995,Carol Triggs,8,3241.898,161.22629999999995,0.04973207053398964
CV-12295,Christina VanderZanden,5,2830.6279999999997,493.0861,0.17419671535786407
CV-12805,Cynthia Voltz,9,2370.3136,98.99749999999999,0.041765570597915816
CW-11905,Carl Weiss,6,1136.592,370.8298,0.32626465785435754
CY-12745,Craig Yedwab,8,2900.026,60.64670000000001,0.02091246768132424
Co-12640,Corey-Lock,5,1300.076,205.62820000000002,0.1581662918167861
DA-13450,Dianna Arnett,4,156.76,56.7904,0.3622760908394999
DB-12910,Daniel Byrd,8,2171.599,431.3748,0.1986438564394255
DB-12970,Darren Budd,5,2839.2272,213.00289999999998,0.07502143541031164
DB-13060,Dave Brooks,7,4531.646,473.0272,0.10438308729322635
DB-13120,David Bremer,7,2973.094,-1421.7692,-0.4782119906064187
DB-13210,Dean Braden,10,2332.577,169.9679,0.0728670050334887
DB-13270,Deborah Brumfield,8,4655.897,841.8263999999999,0.1808086390227275
DB-13360,Dennis Bolton,5,1081.466,291.0085,0.269087054054404
DB-13405,Denny Blanton,4,1711.692,438.9092,0.2564183275963199
DB-13555,Dorothy Badders,7,3908.8028,109.32700000000001,0.027969433505317796
DB-13615,Doug Bickford,7,1989.05,438.80119999999994,0.22060843116060427
DB-13660,Duane Benoit,7,1155.202,177.67350000000002,0.1538029712552437
DC-12850,Dan Campbell,9,3336.168,-1441.6312999999998,-0.4321219135247385
DC-13285,Debra Catini,5,1174.618,132.06820000000002,0.11243502142824308
DD-13570,Dorothy Dickinson,6,269.542,36.4344,0.1351715131593592
DE-13255,Deanra Eno,5,2550.874,464.47139999999996,0.18208323892124817
DF-13135,David Flashing,3,2390.534,-259.3097,-0.10847354607798927
DG-13300,Deirdre Greer,5,3195.818,562.7761,0.17609766889103196
DH-13075,Dave Hallsten,6,4932.872,1193.7404,0.24199703539844533
DH-13675,Duane Huffman,4,1043.096,116.667,0.11184684822873446
DJ-13420,Denny Joy,4,2012.52,483.03499999999997,0.24001500606205153
DJ-13510,Don Jones,8,2501.6879999999996,345.2521,0.13800765722983843
DJ-13630,Doug Jacobs,3,3356.398,731.5644,0.2179611595525918
DK-12835,Damala Kotsonis,12,3256.48,881.1228000000001,0.27057522232594705
DK-12895,Dana Kaydos,5,4282.176,937.6496,0.21896568473598466
DK-12985,Darren Koutras,5,1687.04,-107.35379999999998,-0.06363441293626707
DK-13090,Dave Kipp,7,2650.557,536.3935,0.2023701056042183
DK-13150,David Kendrick,2,797.832,249.9447,0.31327986342989506
DK-13225,Dean Katz,9,4802.394,209.89940000000004,0.04370724267938033
DK-13375,Dennis Kane,8,3318.486,377.0799,0.11363010119675057
DL-12865,Dan Lawera,8,1503.112,322.2449,0.21438515559718768
DL-12925,Daniel Lacy,6,3272.2,4.213200000000029,0.0012875741091620406
DL-13315,Delfina Latchford,8,1458.258,288.8732,0.19809471300688902
DL-13330,Denise Leinenbach,4,585.02,222.6812,0.38063861064578985
DL-13495,Dionis Lloyd,8,3539.322,-52.78799999999997,-0.014914720955030361
DM-12955,Dario Medina,7,1322.034,108.7583,0.08226588726159842
DM-13015,Darrin Martin,7,6345.103,1677.3931,0.2643602633400908
DM-13345,Denise Monton,8,4074.4719999999998,1319.0586,0.32373730878504015
DM-13525,Don Miller,3,1376.792,199.7688,0.1450972986478713
DN-13690,Duane Noonan,7,2139.79,540.5405000000001,0.25261380789703664
DO-13435,Denny Ordway,9,1300.0315,-38.90860000000001,-0.029928967105797056
DO-13645,Doug O'Connell,7,1267.316,294.0676,0.23203968071104603
DP-13000,Darren Powers,9,1050.636,241.4524,0.22981546415694876
DP-13105,Dave Poirier,8,2215.002,563.1761,0.2542553460448343
DP-13165,David Philippe,2,1058.616,-40.93759999999999,-0.03867086837909118
DP-13390,Dennis Pardue,9,5480.723999999999,1571.8318,0.28679273030351465
DR-12880,Dan Reichenbach,9,6528.034000000001,1641.8613,0.25150930586452214
DR-12940,Daniel Raglin,8,8350.868,2869.0759999999996,0.3435662017409447
DS-13030,Darrin Sayre,4,1762.213,193.3319,0.10970972294495614
DS-13180,David Smith,9,2881.8128,163.6993,0.05680427958401739
DV-13045,Darrin Van Huff,5,1119.483,-427.184,-0.38159043058268866
DV-13465,Dianna Vittorini,6,3341.587,353.2127,0.10570208107704512
DW-13195,David Wiener,6,1080.751,-86.87379999999999,-0.0803828078808162
DW-13480,Dianna Wilson,5,5271.628,1348.7556,0.2558518165545824
DW-13540,Don Weiss,5,344.08,69.6672,0.2024738432922576
DW-13585,Dorothy Wardle,7,1204.854,-266.8966,-0.221517793857181
Dl-13600,Dorris liebe,5,755.602,175.2388,0.2319194496573593
Dp-13240,Dean percer,11,7198.7609999999995,333.36479999999995,0.04630863561104473
EA-14035,Erin Ashbrook,13,2846.705,-52.74059999999998,-0.018526893373215694
EB-13705,Ed Braxton,9,3644.978,13.621500000000005,0.0037370595926779267
EB-13750,Edward Becker,10,3236.314,-80.28599999999999,-0.02480785239009564
EB-13840,Ellis Ballard,5,4358.128,656.1988,0.1505689598836932
EB-13870,Emily Burns,10,2767.219,261.5315,0.0945105898738047
EB-13930,Eric Barreto,5,944.6000000000001,0.6042000000000058,0.0006396358246877046
EB-13975,Erica Bern,4,1643.255,162.8781,0.09911918722292035
EB-14110,Eugene Barchas,6,3071.126,184.7656,0.06016216853362578
EB-14170,Evan Bailliet,6,1186.326,282.1701,0.23785207438764722
EC-14050,Erin Creighton,5,461.914,96.4256,0.20875227856267617
ED-13885,Emily Ducich,8,3484.92,670.4435000000001,0.19238418672451593
EG-13900,Emily Grady,5,1832.02,104.2656,0.05691291579786247
EH-13765,Edward Hooks,12,10310.880000000001,1393.5154,0.13514999689648216
EH-13945,Eric Hoffmann,8,684.1709999999999,53.53980000000001,0.07825499765409527
EH-13990,Erica Hackney,6,825.9499999999999,150.3759,0.1820641685332042
EH-14005,Erica Hernandez,7,1219.53,-94.14079999999997,-0.07719432896279713
EH-14125,Eugene Hildebrand,10,3082.653,96.27019999999999,0.031229658349480136
EH-14185,Evan Henry,6,923.884,242.1107,0.26205746608881636
EJ-13720,Ed Jacobs,4,2162.174,387.0176,0.17899466000423647
EJ-14155,Eva Jacobs,5,2656.691,451.87550000000005,0.17008959641900398
EK-13795,Eileen Kiefer,4,1303.478,97.10659999999999,0.07449807361535828
EL-13735,Ed Ludwig,2,124.28,27.1154,0.21817991631799163
EM-13810,Eleni McCrary,5,2567.0099999999998,-133.8275,-0.052133610698828596
EM-13825,Elizabeth Moffitt,8,2339.598,682.5541999999999,0.2917399484868768
EM-13960,Eric Murdock,5,933.704,102.29599999999999,0.10955934643098883
EM-14065,Erin Mull,4,228.99,40.15459999999999,0.17535525568802124
EM-14095,Eudokia Martin,4,1041.0420000000001,240.2362,0.23076513723749856
EM-14140,Eugene Moren,6,4588.436000000001,1319.3655,0.2875414411359339
EM-14200,Evan Minnotte,3,366.822,21.7721,0.05935331032489872
EN-13780,Edward Nazzal,4,2199.366,496.1131,0.22557095999483487
EP-13915,Emily Phan,17,5478.0608,144.9578,0.026461517185059354
ER-13855,Elpida Rittenbach,3,1245.788,-295.7398,-0.2373917552585191
ES-14020,Erica Smith,5,3510.4579999999996,1003.2935,0.285801311395835
ES-14080,Erin Smith,9,4657.924,246.6661,0.052956231145033714
FA-14230,Frank Atkinson,7,2984.054,520.5229,0.1744348125067442
FC-14245,Frank Carlisle,7,3418.742,1217.1662000000001,0.3560275095342088
FC-14335,Fred Chung,7,3889.366,714.2926,0.18365270843628498
FG-14260,Frank Gastineau,7,1383.144,394.73969999999997,0.2853930610261838
FH-14275,Frank Hawley,10,4256.272,1073.2676,0.2521614220143825
FH-14350,Fred Harton,4,2271.284,706.289,0.3109646349817988
FH-14365,Fred Hopkins,8,6987.196,2050.2826,0.2934342474434666
FM-14215,Filia McAdams,10,2456.638,249.6808,0.10163516155005337
FM-14290,Frank Merwin,9,3736.198,198.10949999999997,0.05302435791679134
FM-14380,Fred McMath,9,2523.266,191.4898,0.07588966046385914
FO-14305,Frank Olsen,10,2678.438,215.59689999999998,0.08049351898382563
FP-14320,Frank Preis,8,4046.746,406.44730000000004,0.1004380556625002
FW-14395,Fred Wasserman,3,79.75,23.491300000000003,0.2945617554858935
GA-14515,George Ashbrook,8,3919.7760000000003,840.899,0.21452730972382095
GA-14725,Guy Armstrong,11,1398.382,136.70790000000002,0.09776148434404906
GB-14530,George Bell,11,1568.44,7.837100000000003,0.004996748361429193
GB-14575,Giulietta Baptist,5,4716.288,1135.8393,0.24083332061146398
GD-14590,Giulietta Dortch,4,1888.07,230.93729999999996,0.12231395022430311
GG-14650,Greg Guthrie,9,2224.0,12.698500000000008,0.005709757194244608
GH-14410,Gary Hansen,9,2819.4669999999996,-576.8335,-0.2045895554017834
GH-14425,Gary Hwang,4,4172.8460000000005,1176.4181,0.2819222420381677
GH-14485,Gene Hale,2,1361.2440000000001,-95.4498,-0.07011953771697065
GH-14665,Greg Hansen,2,146.94080000000002,-5.810200000000001,-0.03954109410048128
GK-14620,Grace Kelly,9,6497.27,1448.5525,0.2229478688741579
GM-14440,Gary McGarr,7,3582.8199999999997,347.266,0.09692532697707394
GM-14455,Gary Mitchum,6,3078.624,793.2814000000001,0.25767401280572105
GM-14500,Gene McClure,10,1255.682,441.3185,0.3514572160785931
GM-14680,Greg Matthias,6,3163.628,35.48649999999999,0.01121702678064551
GM-14695,Greg Maxwell,3,6049.966,188.7235,0.031194142248072137
GP-14740,Guy Phonely,2,236.53,31.837600000000002,0.13460279879930664
GR-14560,Georgia Rosenberg,2,1284.38,359.83320000000003,0.2801610115386412
GT-14635,Grant Thornton,3,9351.212,-4108.6589,-0.4393718054943039
GT-14710,Greg Tran,11,11820.119999999999,2163.4269,0.18302918244484828
GT-14755,Guy Thornton,4,226.436,-6.139200000000002,-0.027112296631277722
GW-14605,Giulietta Weimer,7,2189.019,-268.54229999999995,-0.12267700737179531
GZ-14470,Gary Zandusky,9,4355.150000000001,1087.7539,0.24976267177938757
GZ-14545,George Zrebassa,4,2454.6220000000003,828.661,0.3375921017574192
HA-14905,Helen Abelman,7,2163.3,270.8574,0.12520565802246567
HA-14920,Helen Andreada,8,2584.158,99.1445,0.03836626862598959
HD-14785,Harold Dahlen,3,251.36,-135.87599999999998,-0.540563335455124
HE-14800,Harold Engle,4,883.5319999999999,274.4028,0.3105748292082234
HF-14995,Herbert Flentye,7,2533.1639999999998,-13.876799999999989,-0.0054780503749461106
HG-14845,Harry Greene,5,785.628,147.0032,0.18711553050553187
HG-14965,Henry Goldwyn,12,3247.642,-2797.9635000000003,-0.8615369243284822
HG-15025,Hunter Glantz,7,3690.284,804.6113,0.2180350618001216
HH-15010,Hilary Holden,2,218.668,86.7342,0.3966478862933763
HJ-14875,Heather Jas,5,358.1,98.6548,0.2754951130969003
HK-14890,Heather Kirkland,8,4877.784,956.9451,0.19618439438892746
HL-15040,Hunter Lopez,6,12873.297999999999,5622.4292000000005,0.4367512660702798
HM-14860,Harry Marie,10,8236.7648,2437.9836,0.29598800733025665
HM-14980,Henry MacAllister,4,736.276,117.2755,0.15928198121356665
HP-14815,Harold Pawlan,7,1990.314,373.8637,0.18784156670756472
HR-14770,Hallie Redmond,5,1299.288,185.5794,0.14283161239078634
HR-14830,Harold Ryan,7,5248.787,1196.9504,0.2280432412288782
HW-14935,Helen Wasserman,8,9300.254,2164.1611,0.23269913918480073
HZ-14950,Henia Zydlo,5,886.52,-130.3879,-0.14707835130623112
IG-15085,Ivan Gibson,4,744.574,320.4982,0.4304450598597319
IL-15100,Ivan Liston,7,5040.736,1121.937,0.22257404474267248
IM-15055,Ionia McGrath,3,2872.63,975.7701,0.33967830872754234
IM-15070,Irene Maddox,7,4930.474,514.6527,0.10438199248185874
JA-15970,Joseph Airdo,8,6491.026,-819.4217000000001,-0.12623916465594193
JB-15400,Jennifer Braxton,10,1791.605,156.05319999999998,0.08710245841019643
JB-15925,Joni Blumstein,3,900.552,-286.9808,-0.3186721033321785
JB-16000,Joy Bell-,7,644.1188,126.76490000000001,0.19680360206843833
JB-16045,Julia Barnett,5,2518.115,201.51850000000002,0.08002752058583505
JC-15340,Jasper Cacioppo,4,71.263,-0.35560000000000036,-0.0049899667429100705
JC-15385,Jenna Caffey,1,1058.108,502.92440000000005,0.4753053563530378
JC-15775,John Castell,9,2772.055,279.56919999999997,0.10085268870927885
JC-16105,Julie Creighton,5,858.576,201.5952,0.23480181137138703
JD-15790,John Dryer,5,2152.352,-266.55249999999995,-0.12384242911940053
JD-15895,Jonathan Doherty,11,7610.8640000000005,1050.2667999999999,0.1379957387229623
JD-16015,Joy Daniels,6,385.43,26.7605,0.06943024673741016
JD-16060,Julia Dunbar,3,695.442,111.11410000000001,0.15977479070864287
JD-16150,Justin Deggeller,8,8828.0305,1619.5199,0.18345200551810506
JE-15475,Jeremy Ellison,6,1388.682,276.2197,0.19890781330787033
JE-15610,Jim Epp,7,7754.976,1623.4019,0.20933680516870717
JE-15715,Joe Elijah,10,8697.842999999999,1262.2926,0.14512708495658064
JE-15745,Joel Eaton,13,6760.8150000000005,221.79670000000002,0.03280620753562995
JE-16165,Justin Ellison,3,2697.248,789.6476,0.2927604728968193
JF-15190,Jamie Frazer,7,2279.5860000000002,575.1259,0.2522940130357003
JF-15295,Jason Fortune-,5,955.124,97.28899999999999,0.1018600726188432
JF-15355,Jay Fein,6,1911.844,330.199,0.17271231334774176
JF-15415,Jennifer Ferguson,6,2371.448,635.6376,0.2680377558352534
JF-15490,Jeremy Farry,11,1082.918,-18.06730000000001,-0.016683904044442897
JF-15565,Jill Fjeld,8,4198.332,1073.2088,0.2556274253679795
JG-15115,Jack Garza,3,2358.676,684.1911,0.2900742196045578
JG-15160,James Galang,11,6366.392,1415.6664,0.22236557221107342
JG-15310,Jason Gross,6,2240.58,3.7976000000000063,0.0016949182800881943
JG-15805,John Grady,6,1507.018,206.1019,0.13676140563682715
JH-15430,Jennifer Halladay,4,309.281,-24.077100000000005,-0.07784862309679548
JH-15820,John Huston,6,528.91,26.082199999999997,0.049313115652946625
JH-15910,Jonathan Howell,7,959.477,-13.554499999999996,-0.014126967087277752
JH-15985,Joseph Holt,6,7954.9980000000005,-644.6982,-0.08104316305296369
